zona,geohash6,data,Hora,Minuto,localizacao_dicofre,rua,cidade,nivel_de_intensidade,velocidade,velocidade_kmh,atraso,comprimento,latitude,longitude,geowkt,geo
Campo Grande,eyckrx,2026-09-02,16,58,110654,Túnel do Campo Grande,LISBOA,40% a 21% da velocidade de fluxo livre,3.45278,12.43,101,459,38.755,-9.15138,"LineString(-9.150352 38.753045, -9.151214 38.754659, -9.151449 38.755098, -9.151942 38.75602, -9.152438 38.756843)","LINESTRING(-9.150352 38.753045, -9.151214 38.754659, -9.151449 38.755098, -9.151942 38.75602, -9.152438 38.756843)"
Campo Grande,eyckrx,2026-09-02,16,58,110654,Túnel do Campo Grande,LISBOA,40% a 21% da velocidade de fluxo livre,3.70833,13.35,92,459,38.755,-9.15138,"LineString(-9.150352 38.753045, -9.151214 38.754659, -9.151449 38.755098, -9.151942 38.75602, -9.152438 38.756843)","LINESTRING(-9.150352 38.753045, -9.151214 38.754659, -9.151449 38.755098, -9.151942 38.75602, -9.152438 38.756843)"
Campo Grande,eyckrx / eyckxb,2026-09-02,17,3,110618,2.ª Circular,LISBOA,20% a 1% da velocidade de fluxo livre,8.60278,30.97,131,1927,38.7597,-9.15557,"LineString(-9.145092 38.762563, -9.145875 38.762379, -9.147324 38.762099, -9.147979 38.761954, -9.148543 38.761811, -9.149171 38.761633, -9.149682 38.761472, -9.151095 38.760986, -9.151713 38.76079, -9.152098 38.760625, -9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297)","LINESTRING(-9.145092 38.762563, -9.145875 38.762379, -9.147324 38.762099, -9.147979 38.761954, -9.148543 38.761811, -9.149171 38.761633, -9.149682 38.761472, -9.151095 38.760986, -9.151713 38.76079, -9.152098 38.760625, -9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297)"
Campo Grande,eyckrx,2026-09-02,17,3,110618,2.ª Circular,LISBOA,20% a 1% da velocidade de fluxo livre,10.2306,36.83,110,2221,38.758,-9.16588,"LineString(-9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757, -9.172807 38.757616, -9.175025 38.757725, -9.175668 38.757712, -9.176314 38.757683, -9.176911 38.757641, -9.177515 38.757575, -9.178445 38.757433)","LINESTRING(-9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757, -9.172807 38.757616, -9.175025 38.757725, -9.175668 38.757712, -9.176314 38.757683, -9.176911 38.757641, -9.177515 38.757575, -9.178445 38.757433)"
Campo Grande,eyckrx / eyckxb,2026-09-02,17,3,110618,2.ª Circular,LISBOA,40% a 21% da velocidade de fluxo livre,7.07778,25.48,396,4315,38.7602,-9.15427,"LineString(-9.130147 38.763644, -9.130632 38.763487, -9.131181 38.763347, -9.131637 38.763267, -9.13213 38.763199, -9.132459 38.763176, -9.132902 38.763156, -9.133374 38.763149, -9.137024 38.763207, -9.137507 38.763226, -9.138768 38.763239, -9.139471 38.763228, -9.140162 38.763201, -9.140901 38.763153, -9.141599 38.763088, -9.142326 38.763007, -9.143016 38.76291, -9.144455 38.762659, -9.145092 38.762563, -9.145875 38.762379, -9.147324 38.762099, -9.147979 38.761954, -9.148543 38.761811, -9.149171 38.761633, -9.149682 38.761472, -9.151095 38.760986, -9.151713 38.76079, -9.152098 38.760625, -9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757, -9.172807 38.757616, -9.175025 38.757725, -9.175668 38.757712, -9.176314 38.757683, -9.176911 38.757641, -9.177515 38.757575, -9.178445 38.757433)","LINESTRING(-9.130147 38.763644, -9.130632 38.763487, -9.131181 38.763347, -9.131637 38.763267, -9.13213 38.763199, -9.132459 38.763176, -9.132902 38.763156, -9.133374 38.763149, -9.137024 38.763207, -9.137507 38.763226, -9.138768 38.763239, -9.139471 38.763228, -9.140162 38.763201, -9.140901 38.763153, -9.141599 38.763088, -9.142326 38.763007, -9.143016 38.76291, -9.144455 38.762659, -9.145092 38.762563, -9.145875 38.762379, -9.147324 38.762099, -9.147979 38.761954, -9.148543 38.761811, -9.149171 38.761633, -9.149682 38.761472, -9.151095 38.760986, -9.151713 38.76079, -9.152098 38.760625, -9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757, -9.172807 38.757616, -9.175025 38.757725, -9.175668 38.757712, -9.176314 38.757683, -9.176911 38.757641, -9.177515 38.757575, -9.178445 38.757433)"
Campo Grande,eyckrx / eyckxb,2026-09-02,17,3,110618,2.ª Circular,LISBOA,40% a 21% da velocidade de fluxo livre,7.46389,26.87,312,3709,38.7597,-9.15767,"LineString(-9.137024 38.763207, -9.137507 38.763226, -9.138768 38.763239, -9.139471 38.763228, -9.140162 38.763201, -9.140901 38.763153, -9.141599 38.763088, -9.142326 38.763007, -9.143016 38.76291, -9.144455 38.762659, -9.145092 38.762563, -9.145875 38.762379, -9.147324 38.762099, -9.147979 38.761954, -9.148543 38.761811, -9.149171 38.761633, -9.149682 38.761472, -9.151095 38.760986, -9.151713 38.76079, -9.152098 38.760625, -9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757, -9.172807 38.757616, -9.175025 38.757725, -9.175668 38.757712, -9.176314 38.757683, -9.176911 38.757641, -9.177515 38.757575, -9.178445 38.757433)","LINESTRING(-9.137024 38.763207, -9.137507 38.763226, -9.138768 38.763239, -9.139471 38.763228, -9.140162 38.763201, -9.140901 38.763153, -9.141599 38.763088, -9.142326 38.763007, -9.143016 38.76291, -9.144455 38.762659, -9.145092 38.762563, -9.145875 38.762379, -9.147324 38.762099, -9.147979 38.761954, -9.148543 38.761811, -9.149171 38.761633, -9.149682 38.761472, -9.151095 38.760986, -9.151713 38.76079, -9.152098 38.760625, -9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757, -9.172807 38.757616, -9.175025 38.757725, -9.175668 38.757712, -9.176314 38.757683, -9.176911 38.757641, -9.177515 38.757575, -9.178445 38.757433)"
Campo Grande,eyckrx / eyckxb,2026-09-02,17,3,110654,2.ª Circular,LISBOA,40% a 21% da velocidade de fluxo livre,6.40278,23.05,514,4836,38.7607,-9.15166,"LineString(-9.12593 38.766898, -9.12618 38.766593, -9.126464 38.766294, -9.127272 38.765507, -9.127998 38.76485, -9.12835 38.764587, -9.128747 38.764319, -9.129148 38.76409, -9.129514 38.763906, -9.130147 38.763644, -9.130632 38.763487, -9.131181 38.763347, -9.131637 38.763267, -9.13213 38.763199, -9.132459 38.763176, -9.132902 38.763156, -9.133374 38.763149, -9.137024 38.763207, -9.137507 38.763226, -9.138768 38.763239, -9.139471 38.763228, -9.140162 38.763201, -9.140901 38.763153, -9.141599 38.763088, -9.142326 38.763007, -9.143016 38.76291, -9.144455 38.762659, -9.145092 38.762563, -9.145875 38.762379, -9.147324 38.762099, -9.147979 38.761954, -9.148543 38.761811, -9.149171 38.761633, -9.149682 38.761472, -9.151095 38.760986, -9.151713 38.76079, -9.152098 38.760625, -9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757, -9.172807 38.757616, -9.175025 38.757725, -9.175668 38.757712, -9.176314 38.757683, -9.176911 38.757641, -9.177515 38.757575, -9.178445 38.757433)","LINESTRING(-9.12593 38.766898, -9.12618 38.766593, -9.126464 38.766294, -9.127272 38.765507, -9.127998 38.76485, -9.12835 38.764587, -9.128747 38.764319, -9.129148 38.76409, -9.129514 38.763906, -9.130147 38.763644, -9.130632 38.763487, -9.131181 38.763347, -9.131637 38.763267, -9.13213 38.763199, -9.132459 38.763176, -9.132902 38.763156, -9.133374 38.763149, -9.137024 38.763207, -9.137507 38.763226, -9.138768 38.763239, -9.139471 38.763228, -9.140162 38.763201, -9.140901 38.763153, -9.141599 38.763088, -9.142326 38.763007, -9.143016 38.76291, -9.144455 38.762659, -9.145092 38.762563, -9.145875 38.762379, -9.147324 38.762099, -9.147979 38.761954, -9.148543 38.761811, -9.149171 38.761633, -9.149682 38.761472, -9.151095 38.760986, -9.151713 38.76079, -9.152098 38.760625, -9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757, -9.172807 38.757616, -9.175025 38.757725, -9.175668 38.757712, -9.176314 38.757683, -9.176911 38.757641, -9.177515 38.757575, -9.178445 38.757433)"
Campo Grande,eyckrx,2026-09-02,17,20,110654,,LISBOA,60% a 41% da velocidade de fluxo livre,1.29444,4.66,108,168,38.759,-9.15525,"LineString(-9.154478 38.758759, -9.154677 38.758847, -9.154849 38.758993, -9.154951 38.759065, -9.155073 38.759117, -9.155217 38.759142, -9.155358 38.759139, -9.155499 38.759112, -9.155641 38.759062, -9.155758 38.758982, -9.15585 38.758884, -9.155887 38.75878, -9.155896 38.758675)","LINESTRING(-9.154478 38.758759, -9.154677 38.758847, -9.154849 38.758993, -9.154951 38.759065, -9.155073 38.759117, -9.155217 38.759142, -9.155358 38.759139, -9.155499 38.759112, -9.155641 38.759062, -9.155758 38.758982, -9.15585 38.758884, -9.155887 38.75878, -9.155896 38.758675)"
Campo Grande,eyckrx,2026-09-02,17,20,110654,Campo Grande,LISBOA,20% a 1% da velocidade de fluxo livre,6.46389,23.27,60,902,38.7526,-9.15153,"LineString(-9.154022 38.756131, -9.153978 38.75598, -9.153886 38.755842, -9.152891 38.754478, -9.152816 38.754378, -9.152118 38.753417, -9.151413 38.752501, -9.150785 38.751602, -9.150707 38.751425, -9.150434 38.751032, -9.149071 38.748995)","LINESTRING(-9.154022 38.756131, -9.153978 38.75598, -9.153886 38.755842, -9.152891 38.754478, -9.152816 38.754378, -9.152118 38.753417, -9.151413 38.752501, -9.150785 38.751602, -9.150707 38.751425, -9.150434 38.751032, -9.149071 38.748995)"
Campo Grande,eyckrx,2026-09-02,17,24,110618,R. Cipriano Dourado,LISBOA,40% a 21% da velocidade de fluxo livre,2.63333,9.48,73,320,38.761,-9.15716,"LineString(-9.157206 38.762396, -9.157408 38.761845, -9.157404 38.761748, -9.157326 38.761381, -9.157161 38.760613, -9.156947 38.760215, -9.156773 38.759696, -9.156719 38.759611)","LINESTRING(-9.157206 38.762396, -9.157408 38.761845, -9.157404 38.761748, -9.157326 38.761381, -9.157161 38.760613, -9.156947 38.760215, -9.156773 38.759696, -9.156719 38.759611)"
Campo Grande,eyckrx,2026-09-02,17,38,110654,Campo Grande,LISBOA,20% a 1% da velocidade de fluxo livre,5.925,21.33,78,913,38.7525,-9.15147,"LineString(-9.154022 38.756131, -9.153978 38.75598, -9.153886 38.755842, -9.152891 38.754478, -9.152816 38.754378, -9.152118 38.753417, -9.151413 38.752501, -9.150785 38.751602, -9.150606 38.751389, -9.148909 38.748955)","LINESTRING(-9.154022 38.756131, -9.153978 38.75598, -9.153886 38.755842, -9.152891 38.754478, -9.152816 38.754378, -9.152118 38.753417, -9.151413 38.752501, -9.150785 38.751602, -9.150606 38.751389, -9.148909 38.748955)"
Campo Grande,eyckrx,2026-09-02,17,38,110654,Campo Grande,LISBOA,20% a 1% da velocidade de fluxo livre,6.66389,23.99,61,913,38.7525,-9.15147,"LineString(-9.154022 38.756131, -9.153978 38.75598, -9.153886 38.755842, -9.152891 38.754478, -9.152816 38.754378, -9.152118 38.753417, -9.151413 38.752501, -9.150785 38.751602, -9.150606 38.751389, -9.148909 38.748955)","LINESTRING(-9.154022 38.756131, -9.153978 38.75598, -9.153886 38.755842, -9.152891 38.754478, -9.152816 38.754378, -9.152118 38.753417, -9.151413 38.752501, -9.150785 38.751602, -9.150606 38.751389, -9.148909 38.748955)"
Campo Grande,eyckrx,2026-09-02,17,47,110654,"Ac. 2ª Circular, A1 (N), Aeroporto",LISBOA,40% a 21% da velocidade de fluxo livre,2.28056,8.21,97,281,38.7586,-9.15888,"LineString(-9.160283 38.758836, -9.160059 38.758799, -9.159423 38.758386, -9.159324 38.758346, -9.159189 38.758324, -9.159052 38.758321, -9.158937 38.75834, -9.15783 38.758775, -9.157447 38.758941)","LINESTRING(-9.160283 38.758836, -9.160059 38.758799, -9.159423 38.758386, -9.159324 38.758346, -9.159189 38.758324, -9.159052 38.758321, -9.158937 38.75834, -9.15783 38.758775, -9.157447 38.758941)"
Campo Grande,eyckrx,2026-09-02,17,56,110654,R. Interior à Al. da Universidade,LISBOA,40% a 21% da velocidade de fluxo livre,1.39444,5.02,122,213,38.755,-9.15928,"LineString(-9.158124 38.755029, -9.158757 38.755157, -9.158879 38.755145, -9.160414 38.754621)","LINESTRING(-9.158124 38.755029, -9.158757 38.755157, -9.158879 38.755145, -9.160414 38.754621)"
Campo Grande,eyckrx,2026-09-02,17,56,110654,R. Interior à Al. da Universidade,LISBOA,40% a 21% da velocidade de fluxo livre,1.39722,5.03,121,213,38.755,-9.15928,"LineString(-9.158124 38.755029, -9.158757 38.755157, -9.158879 38.755145, -9.160414 38.754621)","LINESTRING(-9.158124 38.755029, -9.158757 38.755157, -9.158879 38.755145, -9.160414 38.754621)"
Campo Grande,eyckrx,2026-09-02,17,58,110654,Campo Grande,LISBOA,40% a 21% da velocidade de fluxo livre,4.18056,15.05,101,737,38.7516,-9.15083,"LineString(-9.152891 38.754478, -9.152816 38.754378, -9.152118 38.753417, -9.151413 38.752501, -9.150785 38.751602, -9.150707 38.751425, -9.150434 38.751032, -9.149071 38.748995, -9.148847 38.748699, -9.148821 38.748647)","LINESTRING(-9.152891 38.754478, -9.152816 38.754378, -9.152118 38.753417, -9.151413 38.752501, -9.150785 38.751602, -9.150707 38.751425, -9.150434 38.751032, -9.149071 38.748995, -9.148847 38.748699, -9.148821 38.748647)"
Campo Grande,eyckrx,2026-09-02,18,16,110654,Campo Grande,LISBOA,20% a 1% da velocidade de fluxo livre,6.30556,22.7,69,913,38.7525,-9.15147,"LineString(-9.154022 38.756131, -9.153978 38.75598, -9.153886 38.755842, -9.152891 38.754478, -9.152816 38.754378, -9.152118 38.753417, -9.151413 38.752501, -9.150785 38.751602, -9.150606 38.751389, -9.148909 38.748955)","LINESTRING(-9.154022 38.756131, -9.153978 38.75598, -9.153886 38.755842, -9.152891 38.754478, -9.152816 38.754378, -9.152118 38.753417, -9.151413 38.752501, -9.150785 38.751602, -9.150606 38.751389, -9.148909 38.748955)"
Campo Grande,eyckrx,2026-09-02,18,16,110654,Campo Grande,LISBOA,20% a 1% da velocidade de fluxo livre,6.54722,23.57,63,913,38.7525,-9.15147,"LineString(-9.154022 38.756131, -9.153978 38.75598, -9.153886 38.755842, -9.152891 38.754478, -9.152816 38.754378, -9.152118 38.753417, -9.151413 38.752501, -9.150785 38.751602, -9.150606 38.751389, -9.148909 38.748955)","LINESTRING(-9.154022 38.756131, -9.153978 38.75598, -9.153886 38.755842, -9.152891 38.754478, -9.152816 38.754378, -9.152118 38.753417, -9.151413 38.752501, -9.150785 38.751602, -9.150606 38.751389, -9.148909 38.748955)"
Campo Grande,eyckrx,2026-09-02,18,48,110618,2.ª Circular,LISBOA,60% a 41% da velocidade de fluxo livre,3.55278,12.79,320,1363,38.7574,-9.1691,"LineString(-9.176901 38.757534, -9.175618 38.757592, -9.175071 38.757597, -9.174516 38.757582, -9.172454 38.757471, -9.171501 38.757424, -9.16924 38.75731, -9.167066 38.757199, -9.166256 38.757202, -9.16591 38.757214, -9.165116 38.757268, -9.164709 38.757311, -9.164165 38.757384, -9.163475 38.757507, -9.163167 38.757574, -9.161368 38.758007)","LINESTRING(-9.176901 38.757534, -9.175618 38.757592, -9.175071 38.757597, -9.174516 38.757582, -9.172454 38.757471, -9.171501 38.757424, -9.16924 38.75731, -9.167066 38.757199, -9.166256 38.757202, -9.16591 38.757214, -9.165116 38.757268, -9.164709 38.757311, -9.164165 38.757384, -9.163475 38.757507, -9.163167 38.757574, -9.161368 38.758007)"
Campo Grande,eyckrx,2026-09-02,18,48,110618,2.ª Circular,LISBOA,60% a 41% da velocidade de fluxo livre,3.58333,12.9,291,1251,38.7574,-9.16846,"LineString(-9.175618 38.757592, -9.175071 38.757597, -9.174516 38.757582, -9.172454 38.757471, -9.171501 38.757424, -9.16924 38.75731, -9.167066 38.757199, -9.166256 38.757202, -9.16591 38.757214, -9.165116 38.757268, -9.164709 38.757311, -9.164165 38.757384, -9.163475 38.757507, -9.163167 38.757574, -9.161368 38.758007)","LINESTRING(-9.175618 38.757592, -9.175071 38.757597, -9.174516 38.757582, -9.172454 38.757471, -9.171501 38.757424, -9.16924 38.75731, -9.167066 38.757199, -9.166256 38.757202, -9.16591 38.757214, -9.165116 38.757268, -9.164709 38.757311, -9.164165 38.757384, -9.163475 38.757507, -9.163167 38.757574, -9.161368 38.758007)"
Campo Grande,eyckrx,2026-09-02,18,48,110618,2.ª Circular,LISBOA,60% a 41% da velocidade de fluxo livre,3.64167,13.11,285,1251,38.7574,-9.16846,"LineString(-9.175618 38.757592, -9.175071 38.757597, -9.174516 38.757582, -9.172454 38.757471, -9.171501 38.757424, -9.16924 38.75731, -9.167066 38.757199, -9.166256 38.757202, -9.16591 38.757214, -9.165116 38.757268, -9.164709 38.757311, -9.164165 38.757384, -9.163475 38.757507, -9.163167 38.757574, -9.161368 38.758007)","LINESTRING(-9.175618 38.757592, -9.175071 38.757597, -9.174516 38.757582, -9.172454 38.757471, -9.171501 38.757424, -9.16924 38.75731, -9.167066 38.757199, -9.166256 38.757202, -9.16591 38.757214, -9.165116 38.757268, -9.164709 38.757311, -9.164165 38.757384, -9.163475 38.757507, -9.163167 38.757574, -9.161368 38.758007)"
Campo Grande,eyckrx,2026-09-02,18,48,110618,2.ª Circular,LISBOA,60% a 41% da velocidade de fluxo livre,3.65556,13.16,310,1363,38.7574,-9.1691,"LineString(-9.176901 38.757534, -9.175618 38.757592, -9.175071 38.757597, -9.174516 38.757582, -9.172454 38.757471, -9.171501 38.757424, -9.16924 38.75731, -9.167066 38.757199, -9.166256 38.757202, -9.16591 38.757214, -9.165116 38.757268, -9.164709 38.757311, -9.164165 38.757384, -9.163475 38.757507, -9.163167 38.757574, -9.161368 38.758007)","LINESTRING(-9.176901 38.757534, -9.175618 38.757592, -9.175071 38.757597, -9.174516 38.757582, -9.172454 38.757471, -9.171501 38.757424, -9.16924 38.75731, -9.167066 38.757199, -9.166256 38.757202, -9.16591 38.757214, -9.165116 38.757268, -9.164709 38.757311, -9.164165 38.757384, -9.163475 38.757507, -9.163167 38.757574, -9.161368 38.758007)"
Campo Grande,eyckrx,2026-09-02,18,48,110618,2.ª Circular,LISBOA,60% a 41% da velocidade de fluxo livre,3.66111,13.18,309,1363,38.7574,-9.1691,"LineString(-9.176901 38.757534, -9.175618 38.757592, -9.175071 38.757597, -9.174516 38.757582, -9.172454 38.757471, -9.171501 38.757424, -9.16924 38.75731, -9.167066 38.757199, -9.166256 38.757202, -9.16591 38.757214, -9.165116 38.757268, -9.164709 38.757311, -9.164165 38.757384, -9.163475 38.757507, -9.163167 38.757574, -9.161368 38.758007)","LINESTRING(-9.176901 38.757534, -9.175618 38.757592, -9.175071 38.757597, -9.174516 38.757582, -9.172454 38.757471, -9.171501 38.757424, -9.16924 38.75731, -9.167066 38.757199, -9.166256 38.757202, -9.16591 38.757214, -9.165116 38.757268, -9.164709 38.757311, -9.164165 38.757384, -9.163475 38.757507, -9.163167 38.757574, -9.161368 38.758007)"
Campo Grande,eyckrx,2026-09-02,18,48,110618,2.ª Circular,LISBOA,60% a 41% da velocidade de fluxo livre,3.68333,13.26,307,1363,38.7574,-9.1691,"LineString(-9.176901 38.757534, -9.175618 38.757592, -9.175071 38.757597, -9.174516 38.757582, -9.172454 38.757471, -9.171501 38.757424, -9.16924 38.75731, -9.167066 38.757199, -9.166256 38.757202, -9.16591 38.757214, -9.165116 38.757268, -9.164709 38.757311, -9.164165 38.757384, -9.163475 38.757507, -9.163167 38.757574, -9.161368 38.758007)","LINESTRING(-9.176901 38.757534, -9.175618 38.757592, -9.175071 38.757597, -9.174516 38.757582, -9.172454 38.757471, -9.171501 38.757424, -9.16924 38.75731, -9.167066 38.757199, -9.166256 38.757202, -9.16591 38.757214, -9.165116 38.757268, -9.164709 38.757311, -9.164165 38.757384, -9.163475 38.757507, -9.163167 38.757574, -9.161368 38.758007)"
Campo Grande,eyckrx,2026-09-02,18,48,110618,2.ª Circular,LISBOA,60% a 41% da velocidade de fluxo livre,3.70833,13.35,304,1363,38.7574,-9.1691,"LineString(-9.176901 38.757534, -9.175618 38.757592, -9.175071 38.757597, -9.174516 38.757582, -9.172454 38.757471, -9.171501 38.757424, -9.16924 38.75731, -9.167066 38.757199, -9.166256 38.757202, -9.16591 38.757214, -9.165116 38.757268, -9.164709 38.757311, -9.164165 38.757384, -9.163475 38.757507, -9.163167 38.757574, -9.161368 38.758007)","LINESTRING(-9.176901 38.757534, -9.175618 38.757592, -9.175071 38.757597, -9.174516 38.757582, -9.172454 38.757471, -9.171501 38.757424, -9.16924 38.75731, -9.167066 38.757199, -9.166256 38.757202, -9.16591 38.757214, -9.165116 38.757268, -9.164709 38.757311, -9.164165 38.757384, -9.163475 38.757507, -9.163167 38.757574, -9.161368 38.758007)"
Campo Grande,eyckrx,2026-09-02,19,14,110618,2.ª Circular,LISBOA,20% a 1% da velocidade de fluxo livre,8.80278,31.69,145,2221,38.758,-9.16588,"LineString(-9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757, -9.172807 38.757616, -9.175025 38.757725, -9.175668 38.757712, -9.176314 38.757683, -9.176911 38.757641, -9.177515 38.757575, -9.178445 38.757433)","LINESTRING(-9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757, -9.172807 38.757616, -9.175025 38.757725, -9.175668 38.757712, -9.176314 38.757683, -9.176911 38.757641, -9.177515 38.757575, -9.178445 38.757433)"
Campo Grande,eyckrx,2026-09-02,19,14,110618,2.ª Circular,LISBOA,20% a 1% da velocidade de fluxo livre,9.55,34.38,135,2392,38.7582,-9.16495,"LineString(-9.151713 38.76079, -9.152098 38.760625, -9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757, -9.172807 38.757616, -9.175025 38.757725, -9.175668 38.757712, -9.176314 38.757683, -9.176911 38.757641, -9.177515 38.757575, -9.178445 38.757433)","LINESTRING(-9.151713 38.76079, -9.152098 38.760625, -9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757, -9.172807 38.757616, -9.175025 38.757725, -9.175668 38.757712, -9.176314 38.757683, -9.176911 38.757641, -9.177515 38.757575, -9.178445 38.757433)"
Campo Grande,eyckrx,2026-09-02,19,23,110618,2.ª Circular,LISBOA,20% a 1% da velocidade de fluxo livre,9.73611,35.05,121,2221,38.758,-9.16588,"LineString(-9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757, -9.172807 38.757616, -9.175025 38.757725, -9.175668 38.757712, -9.176314 38.757683, -9.176911 38.757641, -9.177515 38.757575, -9.178445 38.757433)","LINESTRING(-9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757, -9.172807 38.757616, -9.175025 38.757725, -9.175668 38.757712, -9.176314 38.757683, -9.176911 38.757641, -9.177515 38.757575, -9.178445 38.757433)"
