zona,geohash6,data,Hora,Minuto,localizacao_dicofre,rua,cidade,nivel_de_intensidade,velocidade,velocidade_kmh,atraso,comprimento,latitude,longitude,geowkt,geo
Alameda das Linhas de Torres,eyckx9,2026-08-31,20,3,110618,R. Joaquim Agostinho,LISBOA,20% a 1% da velocidade de fluxo livre,1.225,4.41,77,160,38.7646,-9.15588,"LineString(-9.155983 38.765291, -9.155766 38.764309, -9.155796 38.764124, -9.156127 38.764082)","LINESTRING(-9.155983 38.765291, -9.155766 38.764309, -9.155796 38.764124, -9.156127 38.764082)"
Alameda das Linhas de Torres,eyckx9,2026-08-31,20,3,110618,R. Joaquim Agostinho,LISBOA,20% a 1% da velocidade de fluxo livre,1.25556,4.52,74,160,38.7646,-9.15588,"LineString(-9.155983 38.765291, -9.155766 38.764309, -9.155796 38.764124, -9.156127 38.764082)","LINESTRING(-9.155983 38.765291, -9.155766 38.764309, -9.155796 38.764124, -9.156127 38.764082)"
Alameda das Linhas de Torres,eyckx9,2026-08-31,20,3,110618,R. Joaquim Agostinho,LISBOA,40% a 21% da velocidade de fluxo livre,0.916667,3.3,120,160,38.7646,-9.15588,"LineString(-9.155983 38.765291, -9.155766 38.764309, -9.155796 38.764124, -9.156127 38.764082)","LINESTRING(-9.155983 38.765291, -9.155766 38.764309, -9.155796 38.764124, -9.156127 38.764082)"
Alameda das Linhas de Torres,eyckx9,2026-09-01,6,54,110618,Al. das Linhas de Torres,LISBOA,40% a 21% da velocidade de fluxo livre,2.74444,9.88,81,338,38.7657,-9.15743,"LineString(-9.157998 38.767133, -9.157789 38.766674, -9.1577 38.766494, -9.157422 38.765877, -9.157226 38.765146, -9.157009 38.764196)","LINESTRING(-9.157998 38.767133, -9.157789 38.766674, -9.1577 38.766494, -9.157422 38.765877, -9.157226 38.765146, -9.157009 38.764196)"
Alameda das Linhas de Torres,eyckx9,2026-09-01,7,47,110618,Al. das Linhas de Torres,LISBOA,20% a 1% da velocidade de fluxo livre,3.75833,13.53,71,475,38.7651,-9.15727,"LineString(-9.157998 38.767133, -9.157789 38.766674, -9.1577 38.766494, -9.157422 38.765877, -9.157226 38.765146, -9.157009 38.764196, -9.156922 38.763867, -9.156807 38.763378, -9.156741 38.763099, -9.156693 38.762989)","LINESTRING(-9.157998 38.767133, -9.157789 38.766674, -9.1577 38.766494, -9.157422 38.765877, -9.157226 38.765146, -9.157009 38.764196, -9.156922 38.763867, -9.156807 38.763378, -9.156741 38.763099, -9.156693 38.762989)"
Alameda das Linhas de Torres,eyckx9,2026-09-01,7,47,110618,Al. das Linhas de Torres,LISBOA,20% a 1% da velocidade de fluxo livre,3.81389,13.73,70,475,38.7651,-9.15727,"LineString(-9.157998 38.767133, -9.157789 38.766674, -9.1577 38.766494, -9.157422 38.765877, -9.157226 38.765146, -9.157009 38.764196, -9.156922 38.763867, -9.156807 38.763378, -9.156741 38.763099, -9.156693 38.762989)","LINESTRING(-9.157998 38.767133, -9.157789 38.766674, -9.1577 38.766494, -9.157422 38.765877, -9.157226 38.765146, -9.157009 38.764196, -9.156922 38.763867, -9.156807 38.763378, -9.156741 38.763099, -9.156693 38.762989)"
Alameda das Linhas de Torres,eyckx9,2026-09-01,7,47,110618,Al. das Linhas de Torres,LISBOA,40% a 21% da velocidade de fluxo livre,3.46667,12.48,82,475,38.7651,-9.15727,"LineString(-9.157998 38.767133, -9.157789 38.766674, -9.1577 38.766494, -9.157422 38.765877, -9.157226 38.765146, -9.157009 38.764196, -9.156922 38.763867, -9.156807 38.763378, -9.156741 38.763099, -9.156693 38.762989)","LINESTRING(-9.157998 38.767133, -9.157789 38.766674, -9.1577 38.766494, -9.157422 38.765877, -9.157226 38.765146, -9.157009 38.764196, -9.156922 38.763867, -9.156807 38.763378, -9.156741 38.763099, -9.156693 38.762989)"
Alameda das Linhas de Torres,eyckx9,2026-09-01,8,39,110618,R. da Tobis Portuguesa,LISBOA,60% a 41% da velocidade de fluxo livre,0.197222,0.71,971,208,38.7676,-9.15525,"LineString(-9.155549 38.76692, -9.155281 38.767005, -9.155081 38.767033, -9.155022 38.767082, -9.155235 38.768092, -9.155299 38.768138, -9.155412 38.768142, -9.155712 38.768104)","LINESTRING(-9.155549 38.76692, -9.155281 38.767005, -9.155081 38.767033, -9.155022 38.767082, -9.155235 38.768092, -9.155299 38.768138, -9.155412 38.768142, -9.155712 38.768104)"
Alameda das Linhas de Torres,eyckx9,2026-09-01,10,4,110618,R. Luís de Freitas Branco,LISBOA,40% a 21% da velocidade de fluxo livre,1.74444,6.28,101,227,38.7709,-9.16202,"LineString(-9.163002 38.771607, -9.16297 38.771563, -9.162199 38.771052, -9.161361 38.770489, -9.161088 38.770305, -9.161014 38.770298)","LINESTRING(-9.163002 38.771607, -9.16297 38.771563, -9.162199 38.771052, -9.161361 38.770489, -9.161088 38.770305, -9.161014 38.770298)"
Alameda das Linhas de Torres,eyckx9,2026-09-01,10,14,110618,R. António Lopes Ribeiro,LISBOA,40% a 21% da velocidade de fluxo livre,1.32778,4.78,74,203,38.7673,-9.15371,"LineString(-9.154224 38.766769, -9.154267 38.766922, -9.154279 38.767075, -9.154118 38.767361, -9.153945 38.767451, -9.153764 38.767499, -9.153598 38.767504, -9.153441 38.76748, -9.15329 38.767428, -9.153151 38.767349, -9.153052 38.767237, -9.152989 38.766999)","LINESTRING(-9.154224 38.766769, -9.154267 38.766922, -9.154279 38.767075, -9.154118 38.767361, -9.153945 38.767451, -9.153764 38.767499, -9.153598 38.767504, -9.153441 38.76748, -9.15329 38.767428, -9.153151 38.767349, -9.153052 38.767237, -9.152989 38.766999)"
Alameda das Linhas de Torres,eyckx9,2026-09-01,10,21,110618,R. Ladislau Patrício,LISBOA,40% a 21% da velocidade de fluxo livre,1.37778,4.96,96,173,38.7689,-9.15775,"LineString(-9.158695 38.768701, -9.156889 38.769169, -9.156804 38.769162)","LINESTRING(-9.158695 38.768701, -9.156889 38.769169, -9.156804 38.769162)"
Alameda das Linhas de Torres,eyckx9,2026-09-01,10,40,110618,Al. das Linhas de Torres,LISBOA,40% a 21% da velocidade de fluxo livre,2.80833,10.11,78,338,38.7657,-9.15743,"LineString(-9.157998 38.767133, -9.157789 38.766674, -9.1577 38.766494, -9.157422 38.765877, -9.157226 38.765146, -9.157009 38.764196)","LINESTRING(-9.157998 38.767133, -9.157789 38.766674, -9.1577 38.766494, -9.157422 38.765877, -9.157226 38.765146, -9.157009 38.764196)"
Alameda das Linhas de Torres,eyckx9,2026-09-01,11,3,110618,Al. das Linhas de Torres,LISBOA,20% a 1% da velocidade de fluxo livre,5.36667,19.32,68,779,38.7633,-9.15663,"LineString(-9.155254 38.759976, -9.155469 38.76035, -9.155589 38.760579, -9.155646 38.760703, -9.1558 38.761014, -9.155826 38.761072, -9.156599 38.762766, -9.156693 38.762989, -9.156741 38.763099, -9.156807 38.763378, -9.156922 38.763867, -9.157009 38.764196, -9.157226 38.765146, -9.157422 38.765877, -9.1577 38.766494, -9.157789 38.766674)","LINESTRING(-9.155254 38.759976, -9.155469 38.76035, -9.155589 38.760579, -9.155646 38.760703, -9.1558 38.761014, -9.155826 38.761072, -9.156599 38.762766, -9.156693 38.762989, -9.156741 38.763099, -9.156807 38.763378, -9.156922 38.763867, -9.157009 38.764196, -9.157226 38.765146, -9.157422 38.765877, -9.1577 38.766494, -9.157789 38.766674)"
Alameda das Linhas de Torres,eyckx9,2026-09-01,11,6,110618,Al. das Linhas de Torres,LISBOA,40% a 21% da velocidade de fluxo livre,3.24722,11.69,88,459,38.7718,-9.16066,"LineString(-9.159561 38.769963, -9.160004 38.770647, -9.160546 38.771659, -9.160626 38.771802, -9.160685 38.771895, -9.160852 38.772172, -9.161074 38.77258, -9.161529 38.773372, -9.161599 38.773496, -9.161653 38.773589, -9.161739 38.773738)","LINESTRING(-9.159561 38.769963, -9.160004 38.770647, -9.160546 38.771659, -9.160626 38.771802, -9.160685 38.771895, -9.160852 38.772172, -9.161074 38.77258, -9.161529 38.773372, -9.161599 38.773496, -9.161653 38.773589, -9.161739 38.773738)"
Alameda das Linhas de Torres,eyckx9,2026-09-01,11,57,110618,Al. das Linhas de Torres,LISBOA,20% a 1% da velocidade de fluxo livre,4.09444,14.74,72,552,38.7666,-9.15781,"LineString(-9.158858 38.76893, -9.158695 38.768701, -9.158589 38.768561, -9.158386 38.768014, -9.158352 38.767911, -9.158224 38.767631, -9.157998 38.767133, -9.157789 38.766674, -9.1577 38.766494, -9.157422 38.765877, -9.157226 38.765146, -9.157009 38.764196)","LINESTRING(-9.158858 38.76893, -9.158695 38.768701, -9.158589 38.768561, -9.158386 38.768014, -9.158352 38.767911, -9.158224 38.767631, -9.157998 38.767133, -9.157789 38.766674, -9.1577 38.766494, -9.157422 38.765877, -9.157226 38.765146, -9.157009 38.764196)"
Alameda das Linhas de Torres,eyckx9,2026-09-01,12,20,110618,Al. das Linhas de Torres,LISBOA,40% a 21% da velocidade de fluxo livre,3.67222,13.22,69,441,38.7718,-9.16062,"LineString(-9.159561 38.769963, -9.160004 38.770647, -9.160546 38.771659, -9.160626 38.771802, -9.160685 38.771895, -9.160852 38.772172, -9.161074 38.77258, -9.161529 38.773372, -9.161599 38.773496, -9.161653 38.773589)","LINESTRING(-9.159561 38.769963, -9.160004 38.770647, -9.160546 38.771659, -9.160626 38.771802, -9.160685 38.771895, -9.160852 38.772172, -9.161074 38.77258, -9.161529 38.773372, -9.161599 38.773496, -9.161653 38.773589)"
Alameda das Linhas de Torres,eyckx9,2026-09-01,12,22,110618,Al. das Linhas de Torres,LISBOA,20% a 1% da velocidade de fluxo livre,5.49444,19.78,63,758,38.7632,-9.1566,"LineString(-9.155254 38.759976, -9.155469 38.76035, -9.155589 38.760579, -9.155646 38.760703, -9.1558 38.761014, -9.155826 38.761072, -9.156599 38.762766, -9.156693 38.762989, -9.156741 38.763099, -9.156807 38.763378, -9.156922 38.763867, -9.157009 38.764196, -9.157226 38.765146, -9.157422 38.765877, -9.1577 38.766494)","LINESTRING(-9.155254 38.759976, -9.155469 38.76035, -9.155589 38.760579, -9.155646 38.760703, -9.1558 38.761014, -9.155826 38.761072, -9.156599 38.762766, -9.156693 38.762989, -9.156741 38.763099, -9.156807 38.763378, -9.156922 38.763867, -9.157009 38.764196, -9.157226 38.765146, -9.157422 38.765877, -9.1577 38.766494)"
Alameda das Linhas de Torres,eyckx9,2026-09-01,12,47,110618,Al. das Linhas de Torres,LISBOA,20% a 1% da velocidade de fluxo livre,6.1,21.96,63,946,38.7638,-9.15682,"LineString(-9.155126 38.759812, -9.155254 38.759976, -9.155469 38.76035, -9.155589 38.760579, -9.155646 38.760703, -9.1558 38.761014, -9.155826 38.761072, -9.156599 38.762766, -9.156693 38.762989, -9.156741 38.763099, -9.156807 38.763378, -9.156922 38.763867, -9.157009 38.764196, -9.157226 38.765146, -9.157422 38.765877, -9.1577 38.766494, -9.157789 38.766674, -9.157998 38.767133, -9.158224 38.767631, -9.158352 38.767911)","LINESTRING(-9.155126 38.759812, -9.155254 38.759976, -9.155469 38.76035, -9.155589 38.760579, -9.155646 38.760703, -9.1558 38.761014, -9.155826 38.761072, -9.156599 38.762766, -9.156693 38.762989, -9.156741 38.763099, -9.156807 38.763378, -9.156922 38.763867, -9.157009 38.764196, -9.157226 38.765146, -9.157422 38.765877, -9.1577 38.766494, -9.157789 38.766674, -9.157998 38.767133, -9.158224 38.767631, -9.158352 38.767911)"
Alameda das Linhas de Torres,eyckx9,2026-09-01,12,49,110618,R. Joaquim Agostinho,LISBOA,20% a 1% da velocidade de fluxo livre,1.08611,3.91,93,160,38.7646,-9.15588,"LineString(-9.155983 38.765291, -9.155766 38.764309, -9.155796 38.764124, -9.156127 38.764082)","LINESTRING(-9.155983 38.765291, -9.155766 38.764309, -9.155796 38.764124, -9.156127 38.764082)"
Alameda das Linhas de Torres,eyckx9,2026-09-01,12,49,110618,R. Joaquim Agostinho,LISBOA,40% a 21% da velocidade de fluxo livre,0.788889,2.84,149,160,38.7646,-9.15588,"LineString(-9.155983 38.765291, -9.155766 38.764309, -9.155796 38.764124, -9.156127 38.764082)","LINESTRING(-9.155983 38.765291, -9.155766 38.764309, -9.155796 38.764124, -9.156127 38.764082)"
Alameda das Linhas de Torres,eyckx9,2026-09-01,14,11,110618,Al. das Linhas de Torres,LISBOA,20% a 1% da velocidade de fluxo livre,5.75833,20.73,61,812,38.7645,-9.15709,"LineString(-9.1558 38.761014, -9.155826 38.761072, -9.156599 38.762766, -9.156693 38.762989, -9.156741 38.763099, -9.156807 38.763378, -9.156922 38.763867, -9.157009 38.764196, -9.157226 38.765146, -9.157422 38.765877, -9.1577 38.766494, -9.157789 38.766674, -9.157998 38.767133, -9.158224 38.767631, -9.158352 38.767911, -9.158386 38.768014)","LINESTRING(-9.1558 38.761014, -9.155826 38.761072, -9.156599 38.762766, -9.156693 38.762989, -9.156741 38.763099, -9.156807 38.763378, -9.156922 38.763867, -9.157009 38.764196, -9.157226 38.765146, -9.157422 38.765877, -9.1577 38.766494, -9.157789 38.766674, -9.157998 38.767133, -9.158224 38.767631, -9.158352 38.767911, -9.158386 38.768014)"
Alameda das Linhas de Torres,eyckx9,2026-09-01,14,35,110618,R. António Lopes Ribeiro,LISBOA,60% a 41% da velocidade de fluxo livre,0.877778,3.16,189,243,38.7672,-9.15359,"LineString(-9.152905 38.766644, -9.152989 38.766999, -9.153052 38.767237, -9.153151 38.767349, -9.15329 38.767428, -9.153441 38.76748, -9.153598 38.767504, -9.153764 38.767499, -9.153945 38.767451, -9.154118 38.767361, -9.154279 38.767075, -9.154267 38.766922, -9.154224 38.766769)","LINESTRING(-9.152905 38.766644, -9.152989 38.766999, -9.153052 38.767237, -9.153151 38.767349, -9.15329 38.767428, -9.153441 38.76748, -9.153598 38.767504, -9.153764 38.767499, -9.153945 38.767451, -9.154118 38.767361, -9.154279 38.767075, -9.154267 38.766922, -9.154224 38.766769)"
Alameda das Linhas de Torres,eyckx9,2026-09-01,15,5,110618,Al. das Linhas de Torres,LISBOA,40% a 21% da velocidade de fluxo livre,2.66389,9.59,84,338,38.7657,-9.15743,"LineString(-9.157998 38.767133, -9.157789 38.766674, -9.1577 38.766494, -9.157422 38.765877, -9.157226 38.765146, -9.157009 38.764196)","LINESTRING(-9.157998 38.767133, -9.157789 38.766674, -9.1577 38.766494, -9.157422 38.765877, -9.157226 38.765146, -9.157009 38.764196)"
Alameda das Linhas de Torres,eyckx9,2026-09-01,15,5,110618,Al. das Linhas de Torres,LISBOA,40% a 21% da velocidade de fluxo livre,3.25,11.7,74,397,38.7659,-9.15753,"LineString(-9.158224 38.767631, -9.157998 38.767133, -9.157789 38.766674, -9.1577 38.766494, -9.157422 38.765877, -9.157226 38.765146, -9.157009 38.764196)","LINESTRING(-9.158224 38.767631, -9.157998 38.767133, -9.157789 38.766674, -9.1577 38.766494, -9.157422 38.765877, -9.157226 38.765146, -9.157009 38.764196)"
Alameda das Linhas de Torres,eyckx9,2026-09-01,16,5,110618,Al. das Linhas de Torres,LISBOA,40% a 21% da velocidade de fluxo livre,3.25278,11.71,87,459,38.7718,-9.16066,"LineString(-9.159561 38.769963, -9.160004 38.770647, -9.160546 38.771659, -9.160626 38.771802, -9.160685 38.771895, -9.160852 38.772172, -9.161074 38.77258, -9.161529 38.773372, -9.161599 38.773496, -9.161653 38.773589, -9.161739 38.773738)","LINESTRING(-9.159561 38.769963, -9.160004 38.770647, -9.160546 38.771659, -9.160626 38.771802, -9.160685 38.771895, -9.160852 38.772172, -9.161074 38.77258, -9.161529 38.773372, -9.161599 38.773496, -9.161653 38.773589, -9.161739 38.773738)"
Alameda das Linhas de Torres,eyckx9,2026-09-01,16,16,110618,Al. das Linhas de Torres,LISBOA,40% a 21% da velocidade de fluxo livre,3.175,11.43,91,459,38.7718,-9.16066,"LineString(-9.159561 38.769963, -9.160004 38.770647, -9.160546 38.771659, -9.160626 38.771802, -9.160685 38.771895, -9.160852 38.772172, -9.161074 38.77258, -9.161529 38.773372, -9.161599 38.773496, -9.161653 38.773589, -9.161739 38.773738)","LINESTRING(-9.159561 38.769963, -9.160004 38.770647, -9.160546 38.771659, -9.160626 38.771802, -9.160685 38.771895, -9.160852 38.772172, -9.161074 38.77258, -9.161529 38.773372, -9.161599 38.773496, -9.161653 38.773589, -9.161739 38.773738)"
Alameda das Linhas de Torres,eyckx9,2026-09-01,16,31,110618,R. Ladislau Patrício,LISBOA,60% a 41% da velocidade de fluxo livre,0.975,3.51,148,173,38.7689,-9.15775,"LineString(-9.158695 38.768701, -9.156889 38.769169, -9.156804 38.769162)","LINESTRING(-9.158695 38.768701, -9.156889 38.769169, -9.156804 38.769162)"
Alameda das Linhas de Torres,eyckx9,2026-09-01,16,33,110618,Al. das Linhas de Torres,LISBOA,40% a 21% da velocidade de fluxo livre,2.05833,7.41,169,459,38.7718,-9.16066,"LineString(-9.159561 38.769963, -9.160004 38.770647, -9.160546 38.771659, -9.160626 38.771802, -9.160685 38.771895, -9.160852 38.772172, -9.161074 38.77258, -9.161529 38.773372, -9.161599 38.773496, -9.161653 38.773589, -9.161739 38.773738)","LINESTRING(-9.159561 38.769963, -9.160004 38.770647, -9.160546 38.771659, -9.160626 38.771802, -9.160685 38.771895, -9.160852 38.772172, -9.161074 38.77258, -9.161529 38.773372, -9.161599 38.773496, -9.161653 38.773589, -9.161739 38.773738)"
Alameda das Linhas de Torres,eyckx9,2026-09-01,16,33,110618,Al. das Linhas de Torres,LISBOA,40% a 21% da velocidade de fluxo livre,2.78056,10.01,109,426,38.7646,-9.15712,"LineString(-9.1577 38.766494, -9.157422 38.765877, -9.157226 38.765146, -9.157009 38.764196, -9.156922 38.763867, -9.156807 38.763378, -9.156741 38.763099, -9.156693 38.762989, -9.156599 38.762766)","LINESTRING(-9.1577 38.766494, -9.157422 38.765877, -9.157226 38.765146, -9.157009 38.764196, -9.156922 38.763867, -9.156807 38.763378, -9.156741 38.763099, -9.156693 38.762989, -9.156599 38.762766)"
Alameda das Linhas de Torres,eyckx9,2026-09-01,16,33,110618,Al. das Linhas de Torres,LISBOA,40% a 21% da velocidade de fluxo livre,2.83889,10.22,108,459,38.7718,-9.16066,"LineString(-9.159561 38.769963, -9.160004 38.770647, -9.160546 38.771659, -9.160626 38.771802, -9.160685 38.771895, -9.160852 38.772172, -9.161074 38.77258, -9.161529 38.773372, -9.161599 38.773496, -9.161653 38.773589, -9.161739 38.773738)","LINESTRING(-9.159561 38.769963, -9.160004 38.770647, -9.160546 38.771659, -9.160626 38.771802, -9.160685 38.771895, -9.160852 38.772172, -9.161074 38.77258, -9.161529 38.773372, -9.161599 38.773496, -9.161653 38.773589, -9.161739 38.773738)"
Alameda das Linhas de Torres,eyckx9,2026-09-01,17,19,110618,Al. das Linhas de Torres,LISBOA,40% a 21% da velocidade de fluxo livre,2.06389,7.43,121,338,38.7657,-9.15743,"LineString(-9.157998 38.767133, -9.157789 38.766674, -9.1577 38.766494, -9.157422 38.765877, -9.157226 38.765146, -9.157009 38.764196)","LINESTRING(-9.157998 38.767133, -9.157789 38.766674, -9.1577 38.766494, -9.157422 38.765877, -9.157226 38.765146, -9.157009 38.764196)"
Alameda das Linhas de Torres,eyckx9,2026-09-01,17,39,110618,Al. das Linhas de Torres,LISBOA,60% a 41% da velocidade de fluxo livre,1.46667,5.28,259,459,38.7718,-9.16066,"LineString(-9.159561 38.769963, -9.160004 38.770647, -9.160546 38.771659, -9.160626 38.771802, -9.160685 38.771895, -9.160852 38.772172, -9.161074 38.77258, -9.161529 38.773372, -9.161599 38.773496, -9.161653 38.773589, -9.161739 38.773738)","LINESTRING(-9.159561 38.769963, -9.160004 38.770647, -9.160546 38.771659, -9.160626 38.771802, -9.160685 38.771895, -9.160852 38.772172, -9.161074 38.77258, -9.161529 38.773372, -9.161599 38.773496, -9.161653 38.773589, -9.161739 38.773738)"
Alameda das Linhas de Torres,eyckx9,2026-09-01,17,41,110618,R. António Lopes Ribeiro,LISBOA,40% a 21% da velocidade de fluxo livre,1.48333,5.34,76,243,38.7672,-9.15359,"LineString(-9.152905 38.766644, -9.152989 38.766999, -9.153052 38.767237, -9.153151 38.767349, -9.15329 38.767428, -9.153441 38.76748, -9.153598 38.767504, -9.153764 38.767499, -9.153945 38.767451, -9.154118 38.767361, -9.154279 38.767075, -9.154267 38.766922, -9.154224 38.766769)","LINESTRING(-9.152905 38.766644, -9.152989 38.766999, -9.153052 38.767237, -9.153151 38.767349, -9.15329 38.767428, -9.153441 38.76748, -9.153598 38.767504, -9.153764 38.767499, -9.153945 38.767451, -9.154118 38.767361, -9.154279 38.767075, -9.154267 38.766922, -9.154224 38.766769)"
Alameda das Linhas de Torres,eyckx9,2026-09-01,17,59,110618,Av. M.ª Helena Vieira da Silva,LISBOA,40% a 21% da velocidade de fluxo livre,2.37778,8.56,88,288,38.7667,-9.1558,"LineString(-9.157025 38.767028, -9.157057 38.766673, -9.156795 38.766642, -9.156195 38.766603, -9.155539 38.766647, -9.15459 38.766784, -9.154346 38.766788, -9.154224 38.766769)","LINESTRING(-9.157025 38.767028, -9.157057 38.766673, -9.156795 38.766642, -9.156195 38.766603, -9.155539 38.766647, -9.15459 38.766784, -9.154346 38.766788, -9.154224 38.766769)"
Alameda das Linhas de Torres,eyckx9,2026-09-01,17,59,110618,Av. M.ª Helena Vieira da Silva,LISBOA,40% a 21% da velocidade de fluxo livre,2.39722,8.63,87,288,38.7667,-9.1558,"LineString(-9.157025 38.767028, -9.157057 38.766673, -9.156795 38.766642, -9.156195 38.766603, -9.155539 38.766647, -9.15459 38.766784, -9.154346 38.766788, -9.154224 38.766769)","LINESTRING(-9.157025 38.767028, -9.157057 38.766673, -9.156795 38.766642, -9.156195 38.766603, -9.155539 38.766647, -9.15459 38.766784, -9.154346 38.766788, -9.154224 38.766769)"
Alameda das Linhas de Torres,eyckx9,2026-09-02,4,24,110618,R. Manuel Marques,LISBOA,40% a 21% da velocidade de fluxo livre,1.56389,5.63,145,283,38.7655,-9.15394,"LineString(-9.154224 38.766769, -9.15395 38.765577, -9.153681 38.764248)","LINESTRING(-9.154224 38.766769, -9.15395 38.765577, -9.153681 38.764248)"
Alameda das Linhas de Torres,eyckx9,2026-09-02,4,24,110618,R. Manuel Marques,LISBOA,40% a 21% da velocidade de fluxo livre,1.60833,5.79,140,283,38.7655,-9.15394,"LineString(-9.154224 38.766769, -9.15395 38.765577, -9.153681 38.764248)","LINESTRING(-9.154224 38.766769, -9.15395 38.765577, -9.153681 38.764248)"
Alameda das Linhas de Torres,eyckx9,2026-09-02,5,4,110618,R. Prof. Salazar de Sousa,LISBOA,60% a 41% da velocidade de fluxo livre,1.22222,4.4,98,179,38.766,-9.15479,"LineString(-9.154859 38.765451, -9.154943 38.765803, -9.154546 38.765856, -9.15466 38.766306, -9.15505 38.766253, -9.15501 38.766083)","LINESTRING(-9.154859 38.765451, -9.154943 38.765803, -9.154546 38.765856, -9.15466 38.766306, -9.15505 38.766253, -9.15501 38.766083)"
Alameda das Linhas de Torres,eyckx9,2026-09-02,7,20,110618,Al. das Linhas de Torres,LISBOA,20% a 1% da velocidade de fluxo livre,4.13333,14.88,65,523,38.7665,-9.15775,"LineString(-9.158695 38.768701, -9.158589 38.768561, -9.158386 38.768014, -9.158352 38.767911, -9.158224 38.767631, -9.157998 38.767133, -9.157789 38.766674, -9.1577 38.766494, -9.157422 38.765877, -9.157226 38.765146, -9.157009 38.764196)","LINESTRING(-9.158695 38.768701, -9.158589 38.768561, -9.158386 38.768014, -9.158352 38.767911, -9.158224 38.767631, -9.157998 38.767133, -9.157789 38.766674, -9.1577 38.766494, -9.157422 38.765877, -9.157226 38.765146, -9.157009 38.764196)"
Alameda das Linhas de Torres,eyckx9,2026-09-02,7,39,110618,R. António Lopes Ribeiro,LISBOA,40% a 21% da velocidade de fluxo livre,1.38889,5,63,203,38.7673,-9.15371,"LineString(-9.152989 38.766999, -9.153052 38.767237, -9.153151 38.767349, -9.15329 38.767428, -9.153441 38.76748, -9.153598 38.767504, -9.153764 38.767499, -9.153945 38.767451, -9.154118 38.767361, -9.154279 38.767075, -9.154267 38.766922, -9.154224 38.766769)","LINESTRING(-9.152989 38.766999, -9.153052 38.767237, -9.153151 38.767349, -9.15329 38.767428, -9.153441 38.76748, -9.153598 38.767504, -9.153764 38.767499, -9.153945 38.767451, -9.154118 38.767361, -9.154279 38.767075, -9.154267 38.766922, -9.154224 38.766769)"
Alameda das Linhas de Torres,eyckx9,2026-09-02,8,5,110618,Al. das Linhas de Torres,LISBOA,40% a 21% da velocidade de fluxo livre,3.41111,12.28,88,501,38.765,-9.15723,"LineString(-9.157998 38.767133, -9.157789 38.766674, -9.1577 38.766494, -9.157422 38.765877, -9.157226 38.765146, -9.157009 38.764196, -9.156922 38.763867, -9.156807 38.763378, -9.156741 38.763099, -9.156693 38.762989, -9.156599 38.762766)","LINESTRING(-9.157998 38.767133, -9.157789 38.766674, -9.1577 38.766494, -9.157422 38.765877, -9.157226 38.765146, -9.157009 38.764196, -9.156922 38.763867, -9.156807 38.763378, -9.156741 38.763099, -9.156693 38.762989, -9.156599 38.762766)"
Alameda das Linhas de Torres,eyckx9,2026-09-02,8,5,110618,Al. das Linhas de Torres,LISBOA,40% a 21% da velocidade de fluxo livre,3.93056,14.15,85,604,38.7668,-9.15792,"LineString(-9.159139 38.769339, -9.158858 38.76893, -9.158695 38.768701, -9.158589 38.768561, -9.158386 38.768014, -9.158352 38.767911, -9.158224 38.767631, -9.157998 38.767133, -9.157789 38.766674, -9.1577 38.766494, -9.157422 38.765877, -9.157226 38.765146, -9.157009 38.764196)","LINESTRING(-9.159139 38.769339, -9.158858 38.76893, -9.158695 38.768701, -9.158589 38.768561, -9.158386 38.768014, -9.158352 38.767911, -9.158224 38.767631, -9.157998 38.767133, -9.157789 38.766674, -9.1577 38.766494, -9.157422 38.765877, -9.157226 38.765146, -9.157009 38.764196)"
Alameda das Linhas de Torres,eyckx9,2026-09-02,8,25,110618,Al. das Linhas de Torres,LISBOA,20% a 1% da velocidade de fluxo livre,4.87222,17.54,69,654,38.7638,-9.15685,"LineString(-9.1558 38.761014, -9.155826 38.761072, -9.156599 38.762766, -9.156693 38.762989, -9.156741 38.763099, -9.156807 38.763378, -9.156922 38.763867, -9.157009 38.764196, -9.157226 38.765146, -9.157422 38.765877, -9.1577 38.766494, -9.157789 38.766674)","LINESTRING(-9.1558 38.761014, -9.155826 38.761072, -9.156599 38.762766, -9.156693 38.762989, -9.156741 38.763099, -9.156807 38.763378, -9.156922 38.763867, -9.157009 38.764196, -9.157226 38.765146, -9.157422 38.765877, -9.1577 38.766494, -9.157789 38.766674)"
Alameda das Linhas de Torres,eyckx9,2026-09-02,8,47,110618,Al. das Linhas de Torres,LISBOA,20% a 1% da velocidade de fluxo livre,5.30556,19.1,64,708,38.7641,-9.15693,"LineString(-9.1558 38.761014, -9.155826 38.761072, -9.156599 38.762766, -9.156693 38.762989, -9.156741 38.763099, -9.156807 38.763378, -9.156922 38.763867, -9.157009 38.764196, -9.157226 38.765146, -9.157422 38.765877, -9.1577 38.766494, -9.157789 38.766674, -9.157998 38.767133)","LINESTRING(-9.1558 38.761014, -9.155826 38.761072, -9.156599 38.762766, -9.156693 38.762989, -9.156741 38.763099, -9.156807 38.763378, -9.156922 38.763867, -9.157009 38.764196, -9.157226 38.765146, -9.157422 38.765877, -9.1577 38.766494, -9.157789 38.766674, -9.157998 38.767133)"
